ChEBI ID,ChEBI Name,SMILES,PubChem SID,deltag
176167,ax-4''-Hydroxy-3-'-methoxymaysin,O(C1C(O)C(O)C(OC1C2=C(O)C3=C(OC(=CC3=O)C4=CC(OC)=C(O)C=C4)C=C2O)C)C5OC(C(O)C(O)C5O)C,"CID: 74977694
SID: 85375231",-10.6
188108,2''-O-Galloylisovitexin,O1[C@](C(O)[C@@H](O)[C@H](O)C1COC(=O)C2=CC(O)=C(O)C(O)=C2)(C3=C(O)C4=C(OC(=CC4=O)C5=CC=C(O)C=C5)C=C3O)[H],"SID: 85386944
CID: 44257729",-10.5
178241,Gnaphaliin 7-epoxymethylbutyl ether,O1C(C1COC2=C(OC)C=3OC(=C(OC)C(=O)C3C(O)=C2)C4=CC=CC=C4)(C)C,"SID: 85377280
CID: 44259907",-8.6
166633,Myricetin 3-glucuronide,O1[C@@H](OC2=C(OC=3C(C2=O)=C(O)C=C(O)C3)C4=CC(O)=C(O)C(O)=C4)C(O)C(O)[C@H](O)[C@H]1C(O)=O,"SID: 85365873
CID: 44259442",-10.2
176244,Kaempferol 3-xylosylglucoside,O1[C@@H]([C@@H](O)[C@H](O)[C@@H](O)[C@@H]1OC2=C(OC=3C(C2=O)=C(O)C=C(O)C3)C4=CC=C(O)C=C4)CO[C@@H]5O[C@@H]([C@H](O)[C@H]5O)CO,"CID: 131752667
SID: 85375308",-10.0
93682,"2-(3,4-dimethoxyphenyl)-3,5,6,7-tetramethoxy-1-benzopyran-4-one",COC1=C(C=C(C=C1)C2=C(C(=O)C3=C(C(=C(C=C3O2)OC)OC)OC)OC)OC,"SID: 329739921
CID: 386331",-7.5
190121,Negletein,O1C=2C(=C(O)C(O)=C(OC)C2)C(=O)C=C1C3=CC=CC=C3,"SID: 85388932
CID: 471719",-8.5
185607,Kaempferol 3-rhamninoside,O([C@@H]1C(O)[C@@H](OC([C@@H]1O)C)OCC2O[C@@H](OC3=C(OC=4C(C3=O)=C(O)C=C(O)C4)C5=CC=C(O)C=C5)C(O)C(O)[C@H]2O)[C@@H]6OC([C@H](O)[C@H](O)C6O)C,"SID: 85384474
CID: 44258748",-11.6
192438,"Laricitrin 3,7,5'-triglucoside",O1C([C@@H](O)C(O)C(O)[C@@H]1OC2=C(OC=3C(C2=O)=C(O)C=C(O[C@@H]4O[C@H]([C@@H](O)C(O)C4O)CO)C3)C=5C=C(O[C@@H]6OC([C@@H](O)C(O)C6O)CO)C(O)=C(OC)C5)CO,"SID: 85391220
CID: 44259480",-10.8
140149,dichotosinin,C1(=CC(=C2C(=C1)OC(CC2)C3=CC=C(C(=C3)OC)OC)O[C@H]4[C@H](C([C@@H](C(O4)CO)O)O)O)OC,"SID: 85339830
CID: 137333829",-8.8
184974,"6-{4-[7-({6-[(acetyloxy)methyl]-3-{[3,4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxy}-4,5-dihydroxyoxan-2-yl}oxy)-5-hydroxy-4-oxo-4H-chromen-2-yl]phenoxy}-3,4,5-trihydroxyoxane-2-carboxylic acid",O(C1C(O)C(O)C(OC1OC=2C=C3OC(C4=CC=C(OC5OC(C(O)C(O)C5O)C(O)=O)C=C4)=CC(=O)C3=C(O)C2)COC(=O)C)C6OCC(O)(C6O)CO,"SID: 85383867
CID: 131831876",-10.6
191797,"Aromadendrin 3,7-diglucoside",O1C(OC2C(OC=3C(C2=O)=C(O)C=C(OC4OC(C(O)C(O)C4O)CO)C3)C5=CC=C(O)C=C5)C(O)C(O)C(O)C1CO,"SID: 85390584
CID: 131752854",-10.2
191452,Piperitoside,O1C(C(O)C(O)C(O)C1OC=2C=C3OC(=CC(=O)C3=C(O)C2)C4=CC=C(OC(=O)/C=C\C5=CC(O)=C(O)C=C5)C=C4)CO,"SID: 85390244
CID: 131752173",-10.5
180416,"5,6,7,4'-Tetrahydroxy-3,3',5'-trimethoxyflavone",O1C(C2=CC(OC)=C(O)C(OC)=C2)=C(OC)C(=O)C3=C1C=C(O)C(O)=C3O,"CID: 44258042
SID: 85379429",-8.4
175394,"8-Hydroxy-3',4',5',7-tetramethoxyflavan",O1C(CCC2=C1C(O)=C(OC)C=C2)C3=CC(OC)=C(OC)C(OC)=C3,"CID: 75072282
SID: 85374472",-7.3
186798,"5,7-Dihydroxy-3-methoxy-8-methylflavone",O1C=2C(C(=O)C(OC)=C1C3=CC=CC=C3)=C(O)C=C(O)C2C,"SID: 85385652
CID: 44258730",-8.7
191713,Sudachiin C,O1C(C(O)C(O)C(O)C1OC=2C(OC)=C3OC(=CC(=O)C3=C(O)C2OC)C4=CC(OC)=C(O)C=C4)COC(=O)CC(O)(COC=O)C,"SID: 85390501
CID: 131752543",-8.3
174739,"4'-Hydroxy-5,7-dimethoxyflavan",O1C(CCC2=C1C=C(OC)C=C2OC)C3=CC=C(O)C=C3,"SID: 85373825
CID: 14137568",-7.8
177065,Hispidulin acetate,O1C=2C(=C(OC(=O)C)C(OC)=C(OC(=O)C)C2)C(=O)C=C1C3=CC=C(OC(=O)C)C=C3,"SID: 85376122
CID: 5322009",-8.0
185227,Kaempferol 3-rhamnoside-7-galacturonide,O1C([C@H](O)C(O)[C@H](O)[C@@H]1OC=2C(=O)C=3C(OC2C4=CC=C(O)C=C4)=CC(O[C@@H]5OC([C@H](O)[C@H](O)C5O)C(O)=O)=CC3O)C,"SID: 85384113
CID: 44258936",-10.7
180602,8-Methoxyeriodictyol,O1C(CC(=O)C2=C1C(OC)=C(O)C=C2O)C3=CC(O)=C(O)C=C3,"CID: 42608120
SID: 85379613",-8.6
167839,6-O-methylscutellarin,O=C1C2=C(O)C(OC)=C(O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@@H]([C@H]3O)O)C=C2OC(=C1)C4=CC=C(O)C=C4,"SID: 440829267
CID: 5318059",-9.0
168443,"6-Hydroxykaempferol 3,6-dimethyl ether 7-glucoside",O1C([C@@H](O)[C@H](O)C(O)[C@@H]1OC2=C(OC)C(O)=C3C(OC(=C(OC)C3=O)C4=CC=C(O)C=C4)=C2)CC,"CID: 44259751
SID: 85367631",-8.8
178249,"4'-Hydroxy-5,7-dimethoxy-8-methylflavan",O1[C@@H](CCC=2C1=C(C(OC)=CC2OC)C)C3=CC=C(O)C=C3,"SID: 85377288
CID: 44257201",-7.8
191675,2''-O-Acetylisoorientin,O1[C@](C(OC(=O)C)[C@@H](O)[C@H](O)C1CO)(C2=C(O)C3=C(OC(=CC3=O)C4=CC(O)=C(O)C=C4)C=C2O)[H],"SID: 85390463
CID: 44257914",-9.7
184942,Isorhamnetin 3-(6''-acetylgalactoside),O1[C@@H]([C@H](O)C(O)C(O)[C@H]1OC2=C(OC=3C(C2=O)=C(O)C=C(O)C3)C4=CC(OC)=C(O)C=C4)COC(=O)C,"SID: 85383837
CID: 44259349",-8.8
187521,Luteolin 7-O-(2-apiofuranosyl-4-glucopyranosyl-6-malonyl)glucopyranoside,O(C1[C@@H](O)[C@H](O[C@@H]2OC([C@@H](O)[C@H](O)C2O)CO)C(O[C@H]1OC=3C=C4OC(=CC(=O)C4=C(O)C3)C5=CC(O)=C(O)C=C5)COC(=O)CC(O)=O)[C@@H]6OCC(O)([C@@H]6O)CO,"SID: 85386364
CID: 44258129",-10.3
197001,Apigenin 7-neohesperidoside,O(C1[C@@H](O)[C@H](O)C(O[C@H]1OC=2C=C3OC(=CC(=O)C3=C(O)C2)C4=CC=C(O)C=C4)CO)[C@@H]5OC([C@H](O)[C@H](O)C5O)C,"SID: 85395743
CID: 44257812",-10.6
168665,Viscutin 2,O1[C@@H](OC=2C=3CC[C@H](OC3C=C(O)C2)C4=CC(O)=C(O)C=C4)C(OC(=O)/C=C/C5=CC(O)=C(O)C=C5)[C@@H](O)[C@H](O)C1,"SID: 85367851
CID: 44257192",-10.4
187087,"6-C-Methylquercetin 3,3'-dimethyl ether",O1C2=C(C(O)=C(C(O)=C2)C)C(=O)C(OC)=C1C3=CC(OC)=C(O)C=C3,"SID: 85385937
CID: 44259692",-8.6
140108,quercetin 3-sulfate-7-alpha-arabinopyranoside,S(OC=1C(=O)C=2C(OC1C3=CC(O)=C(O)C=C3)=CC(O[C@@H]4OCC(O)[C@H](O)C4O)=CC2O)(O)(=O)=O,"SID: 85339789
CID: 44259322",-9.4
184166,Pyranocyanin A,O1[C@@H]([C@@H](O)[C@H](O)[C@@H](O)[C@@H]1OC=2C3=C4C(OC2C5=CC(O)=C(O)C=C5)=CC(=[OH+])C=C4OC(=C3)C)CO[C@@H]6O[C@H]([C@H](O)[C@@H](O)[C@H]6O)C,"SID: 85383112
CID: 11192981",-11.2
193406,"6-C-Methylmyricetin 3,4'-dimethyl ether",O1C2=C(C(O)=C(C(O)=C2)C)C(=O)C(OC)=C1C3=CC(O)=C(OC)C(O)=C3,"CID: 44259716
SID: 85392179",-8.7
185334,Kaempferol 3-neohesperidoside,O([C@@H]1[C@@H](O)[C@H](O)[C@H](O[C@H]1OC2=C(OC=3C(C2=O)=C(O)C=C(O)C3)C4=CC=C(O)C=C4)CO)[C@@H]5O[C@H]([C@H](O)[C@@H](O)[C@H]5O)C,"SID: 85384215
CID: 5318761",-10.3
193334,"5,7,4'-Trihydroxy-3'-methoxy-6,8-di-C-methylflavanone",O1C(CC(=O)C=2C1=C(C(O)=C(C2O)C)C)C3=CC(OC)=C(O)C=C3,"CID: 20222511
SID: 85392108",-9.0
182981,Polygonatiin,O(C1[C@@H](O)[C@H](O)C(O[C@]1(C=2C=3OC(=CC(=O)C3C(O)=CC2O)C4=CC=C(O)C=C4)[H])CO)[C@@H]5OC([C@@H](O)[C@H](O)C5O[C@@H]6OC([C@@H](O)[C@H](O)C6O)CO)CO,"SID: 85381955
CID: 44257710",-10.5
193371,"6,8-Di-C-methylkaempferol 3,7-dimethyl ether",O1C2=C(C(O)=C(C(OC)=C2C)C)C(=O)C(OC)=C1C3=CC=C(O)C=C3,"CID: 14353450
SID: 85392145",-8.9
190895,"6-[(2-{3-[(6-carboxy-3,4,5-trihydroxyoxan-2-yl)oxy]-4-ethylphenyl}-3,5-dihydroxy-3,4-dihydro-2H-1-benzopyran-7-yl)oxy]-3,4,5-trihydroxyoxane-2-carboxylic acid",O1C(OC=2C=C(C3OC=4C(CC3O)=C(O)C=C(OC5OC(C(O)C(O)C5O)C(O)=O)C4)C=CC2CC)C(O)C(O)C(O)C1C(O)=O,"SID: 85389690
CID: 131834255",-10.4
168928,Okanin 4'-alpha-L-arabinofuranosyl-(1->4)-glucoside,O(C1C(O)C(O)C(OC1CO)OC2=C(O)C(O)=C(C=C2)C(=O)/C=C/C3=CC(O)=C(O)C=C3)C4OC(C(O)C4O)CO,"SID: 85368111
CID: 42607568",-9.6
182296,"3,5-Dihydroxy-2-(4-hydroxyphenyl)-6-(3-methylbut-2-enyl)-7-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-2,3-dihydrochromen-4-one",O1C(C(O)C(O)C(O)C1OC2=C(C(O)=C3C(OC(C(O)C3=O)C4=CC=C(O)C=C4)=C2)CC=C(C)C)CO,"SID: 85381282
CID: 44715855",-9.7
190333,"2-(2,5-dihydroxy-4-methoxyphenyl)-5-hydroxy-7-methoxy-6-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]-4H-chromen-4-one",O1C(C(O)C(O)C(O)C1CO)C=2C(O)=C3C(OC(=CC3=O)C=4C(O)=CC(OC)=C(O)C4)=CC2OC,"SID: 85389135
CID: 131834894",-9.5
185311,"5-Hydroxy-3,7,8,2'-tetramethoxyflavone",O1C2=C(C(=O)C(OC)=C1C=3C(OC)=CC=CC3)C(O)=CC(OC)=C2OC,"SID: 85384195
CID: 14887327",-8.0
179453,Chrysin 7-glucuronide,O1C([C@@H](O)[C@H](O)C(O)[C@@H]1OC=2C=C3OC(=CC(=O)C3=C(O)C2)C4=CC=CC=C4)C(O)=O,"SID: 85378475
CID: 44257628",-9.9
169793,8-Hydroxyhesperetin 7-[6-acetylglucosyl-(1->2)-glucoside],O(C1C(O)C(O)C(OC1OC2=C(O)C=3OC(=CC(=O)C3C(O)=C2)C4=CC(O)=C(OC)C=C4)CO)C5OC(C(O)C(O)C5O)COC(=O)C,"CID: 74977927
SID: 85368967",-10.4
191817,Quercetin 7-xyloside,O1[C@@H](OC=2C=C3OC(=C(O)C(=O)C3=C(O)C2)C4=CC(O)=C(O)C=C4)C(O)[C@@H](O)[C@H](O)C1,"SID: 85390604
CID: 44259223",-10.0
185476,"5,7,3',4'-Tetrahydroxy-6-C-methylflavanone 7-O-glucoside",O1C(C(O)C(O)C(O)C1OC2=C(C(O)=C3C(OC(CC3=O)C4=CC(O)=C(O)C=C4)=C2)C)CO,"SID: 85384349
CID: 42607964",-9.5
180418,"5,7,3',4'-Tetrahydroxy-6,8,5'-trimethoxyflavone",O1C=2C(=C(O)C(OC)=C(O)C2OC)C(=O)C=C1C=3C=C(OC)C(O)=C(O)C3,"CID: 44258655
SID: 85379431",-8.2
190787,Licorice glycoside B,O([C@@H]1[C@@H](O)[C@H](O)[C@H](O[C@H]1OC2=CC=C(C=C2)/C=C/C(=O)C3=C(O)C=C(O)C=C3)CO)[C@@H]4OC[C@@](O)([C@H]4O)COC(=O)/C=C/C5=CC=C(O)C=C5,"SID: 85389585
CID: 101938904",-10.1
176208,"3'',4''-Diacetylcosmosiin",O1C(C(OC(=O)C)C(OC(=O)C)C(O)C1OC=2C=C3OC(=CC(=O)C3=C(O)C2)C4=CC=C(O)C=C4)CO,"CID: 74977525
SID: 85375272",-9.3
140117,Peruvianoside I,C1(=CC2=C(C(=C1)O[C@H]3[C@H](C([C@@H](C(O3)CO)O)O)O)C(C[C@@H](O2)C4=CC(=C(C(=C4)OC)O)OC)=O)O,"SID: 85339798
CID: 137333820",-8.9
187766,Quercetin 3-(2''-p-coumarylglucoside),O1C([C@@H](O)C(O)[C@@H](OC(=O)/C=C/C2=CC=C(O)C=C2)[C@@H]1OC3=C(OC=4C(C3=O)=C(O)C=C(O)C4)C5=CC(O)=C(O)C=C5)CO,"SID: 85386606
CID: 44259191",-9.9
193367,Hookerianin,O1C(C=C(C=2C=3OC(=CC(=O)C3C(OC)=CC2OC)C4=CC=CC=C4)C1=O)(C)C,"CID: 44257647
SID: 85392141",-9.4
176235,Quercetin 3-(2-galloylglucoside),O1C(C(O)C(O)C(OC(=O)C2=CC(O)=C(O)C(O)=C2)C1OC3=C(OC=4C(C3=O)=C(O)C=C(O)C4)C5=CC(O)=C(O)C=C5)CO,"CID: 13889202
SID: 85375299",-10.2
110198,"2-[3,4-bis(2-hydroxyethoxy)phenyl]-5-hydroxy-7-(2-hydroxyethoxy)-3-[[(3R,4S,5S,6R)-3,4,5-trihydroxy-6-[[(2R,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyl-2-oxanyl]oxymethyl]-2-oxanyl]oxy]-1-benzopyran-4-one",C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H](C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)OCCO)C5=CC(=C(C=C5)OCCO)OCCO)O)O)O)O)O)O,"SID: 85315593
CID: 6710736",-8.3
191793,Molludistin 2''-rhamnoside,O(C1C(OCC(O)C1O)C=2C=3OC(=CC(=O)C3C(O)=CC2OC)C4=CC=C(O)C=C4)C5OC(C(O)C(O)C5O)C,"SID: 85390580
CID: 74977784",-10.5
166634,Nevadensin 5-gentiobioside,O1C([C@@H](O)[C@H](O)C(O)[C@@H]1OC=2C3=C(OC(=CC3=O)C4=CC=C(OC)C=C4)C(OC)=C(O)C2OC)CO[C@@H]5OC([C@@H](O)[C@H](O)C5O)CO,"SID: 85365874
CID: 44258632",-9.4
185008,Tupichinol A,O1[C@@H]([C@H](O)CC2=C1C(=C(OC)C=C2)C)C3=CC=C(O)C=C3,"SID: 85383900
CID: 637885",-8.2
193184,"2-{[5,7-dihydroxy-2-(4-hydroxyphenyl)-4-oxo-4H-chromen-3-yl]oxy}-4,5-dihydroxy-6-methyloxan-3-yl (2E)-3-(4-hydroxyphenyl)prop-2-enoate",O1C(C(O)C(O)C(OC(=O)/C=C/C2=CC=C(O)C=C2)C1OC3=C(OC=4C(C3=O)=C(O)C=C(O)C4)C5=CC=C(O)C=C5)C,"CID: 129625836
SID: 85391958",-9.9
168425,Pyranodelphinin B,O1[C@@H]([C@@H](O)[C@H](O)[C@@H](O)[C@@H]1OC=2C3=C4C(OC2C5=CC(O)=C(O)C(O)=C5)=CC(=[OH+])C=C4OC(=C3)C)CO,"CID: 101066655
SID: 85367613",-10.4
190878,"5-hydroxy-2-(4-hydroxyphenyl)-3,6,7,8-tetramethoxy-4H-chromen-4-one",O1C=2C(=C(O)C(OC)=C(OC)C2OC)C(=O)C(OC)=C1C3=CC=C(O)C=C3,"SID: 85389673
CID: 10429470",-7.6
197713,"CJ-19,784",BrC1=C(O)C(C=2OC3=C(OC)C(OC)=CC(=C3C(C2OC)=O)O)=CC=C1,,-8.4
192959,Quercetin 3-gentiobioside-7-glucuronide,O1C([C@@H](O)C(O)C(O)[C@@H]1OC2=C(OC=3C(C2=O)=C(O)C=C(O[C@@H]4OC([C@@H](O)[C@H](O)C4O)C(O)=O)C3)C5=CC(O)=C(O)C=C5)CO[C@@H]6OC([C@@H](O)[C@H](O)C6O)CO,"SID: 85391734
CID: 44259171",-11.1
169273,Quercetin 3-(2'''-p-coumarylsambubioside)-7-glucoside,O(C1[C@@H](O)[C@H](O)C(O[C@H]1OC2=C(OC=3C(C2=O)=C(O)C=C(O[C@@H]4O[C@H]([C@@H](O)C(O)C4O)CO)C3)C5=CC(O)=C(O)C=C5)CO)[C@@H]6OC[C@@H](O)C(O)C6OC(=O)/C=C/C7=CC=C(O)C=C7,"CID: 44259203
SID: 85368451",-10.7
176246,Quercetin 3-arabinoside 7-glucoside,O1C(C(O)C(O)C(O)C1OC=2C=C3OC(=C(OC4OCC(O)C(O)C4O)C(=O)C3=C(O)C2)C5=CC(O)=C(O)C=C5)CO,"CID: 14054266
SID: 85375310",-10.3
167966,Laricitrin 3-(6''-acetylglucoside),O1[C@@H]([C@@H](O)C(O)C(O)[C@H]1OC2=C(OC=3C(C2=O)=C(O)C=C(O)C3)C=4C=C(OC)C(O)=C(O)C4)COC(=O)C,"SID: 85367163
CID: 44259481",-8.9
175802,Hymenoxin,O1C=2C(=C(O)C(OC)=C(O)C2OC)C(=O)C=C1C3=CC(OC)=C(OC)C=C3,"CID: 171488
SID: 85374874",-7.7
191979,(-)-Epicatechin 8-C-glucoside,O1C([C@H](O)[C@@H](O)[C@H](O)[C@H]1CO)C=2C=3O[C@@H]([C@H](O)CC3C(O)=CC2O)C4=CC(O)=C(O)C=C4,"SID: 85390766
CID: 131752184",-9.9
168225,"Luteolin 7,3'-dimethyl ether 5-glucoside",O1C([C@@H](O)[C@H](O)C(O)[C@@H]1OC=2C3=C(OC(=CC3=O)C4=CC(OC)=C(O)C=C4)C=C(OC)C2)CC,"CID: 44258384
SID: 85367416",-9.1
178156,Kaempferol 3-[2''-(p-coumaroylglucosyl)rhamnoside],O([C@@H]1[C@H](O)[C@@H](O)[C@@H](OC1OC2=C(OC=3C(C2=O)=C(O)C=C(O)C3)C4=CC=C(O)C=C4)C)[C@@H]5O[C@@H]([C@@H](O)[C@H](O)[C@H]5O)COC(=O)/C=C/C6=CC=C(O)C=C6,"SID: 85377197
CID: 6442954",-11.0
191670,Spinacetin 3-glucoside,O1[C@@H]([C@@H](O)C(O)C(O)[C@H]1OC2=C(OC3=C(C2=O)C(O)=C(OC)C(O)=C3)C4=CC(OC)=C(O)C=C4)CO,"SID: 85390458
CID: 44259790",-8.8
186188,Koaburanin,O1C([C@@H](O)[C@H](O)C(O)[C@@H]1OC=2C=C3OC(CCC3=C(O)C2)C4=CC=CC=C4)CO,"SID: 85385047
CID: 44257184",-9.6
169151,"6-{[2-(2,4-dihydroxyphenyl)-3-(3,7-dimethylocta-2,6-dien-1-yl)-7-hydroxy-4-oxo-3,4-dihydro-2H-1-benzopyran-5-yl]oxy}-3,4,5-trihydroxyoxane-2-carboxylic acid",O1C(OC=2C=3C(=O)C(C(OC3C=C(O)C2)C4=C(O)C=C(O)C=C4)C/C=C(\CCC=C(C)C)/C)C(O)C(O)C(O)C1C(O)=O,"CID: 131835890
SID: 85368329",-10.2
181152,"5-Hydroxy-2-(4-methoxyphenyl)-3-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-7-(3,4,5-trihydroxy-6-methyloxan-2-yl)oxychromen-4-one",O1C(C(O)C(O)C(O)C1OC=2C(=O)C=3C(OC2C4=CC=C(OC)C=C4)=CC(OC5OC(C(O)C(O)C5O)C)=CC3O)CO,"CID: 14334894
SID: 85380162",-9.9
188160,"5,6,7,3',4',5'-Hexamethoxyflavanone",O1C(CC(=O)C=2C1=CC(OC)=C(OC)C2OC)C3=CC(OC)=C(OC)C(OC)=C3,"SID: 85386996
CID: 42608106",-7.3
188004,Apigenin 7-galacturonide,O1C([C@H](O)[C@H](O)C(O)[C@@H]1OC=2C=C3OC(=CC(=O)C3=C(O)C2)C4=CC=C(O)C=C4)C(O)=O,"SID: 85386842
CID: 44257801",-9.7
191648,2'-Hydroxyisoorientin,O1C(C(O)C(O)C(O)C1CO)C2=C(O)C3=C(OC(=CC3=O)C=4C(O)=CC(O)=C(O)C4)C=C2O,"SID: 85390436
CID: 74977759",-10.6
191721,Isorhamnetin 3-glucoside 4'-rhamnoside,O1C(C(O)C(O)C(O)C1OC2=C(OC=3C(C2=O)=C(O)C=C(O)C3)C4=CC(OC)=C(OC5OC(C(O)C(O)C5O)C)C=C4)CO,"SID: 85390509
CID: 74978259",-10.2
192033,"2'',6''-Di-O-acetylisoorientin",O1[C@](C(OC(=O)C)[C@@H](O)[C@H](O)C1COC(=O)C)(C2=C(O)C3=C(OC(=CC3=O)C4=CC(O)=C(O)C=C4)C=C2O)[H],"SID: 85390819
CID: 44257917",-9.6
196316,"alpha,alpha-dimethylallylcyclolobin",O1CC(CC2=C1C=C(O)C=C2)C3=CC(C(C)(C)C=C)=C(O)C(O)=C3OC,"SID: 85395061
CID: 21676181",-8.9
176352,Pelargonidin 3-O-arabinoside,O1[C@@H](OC=2C(=[O+]C=3C(C2)=C(O)C=C(O)C3)C4=CC=C(O)C=C4)C(O)C(O)[C@@H](O)C1,"CID: 44256694
SID: 85375414",-9.6
186105,Luteolin 7-glucoside-4'-(Z-2-methyl-2-butenoate),O1C([C@@H](O)[C@H](O)C(O)[C@@H]1OC=2C=C3OC(=CC(=O)C3=C(O)C2)C4=CC(O)=C(OC(=O)/C(/C)=C\C)C=C4)CO,"SID: 85384965
CID: 44258141",-9.9
176169,Isowertin 2''-rhamnoside,O(C1C(O)C(O)C(OC1C=2C=3OC(=CC(=O)C3C(O)=CC2OC)C4=CC=C(O)C=C4)CO)C5OC(C(O)C(O)C5O)C,"CID: 14427340
SID: 85375233",-10.5
186053,Catechin-4-ol 3-O-beta-D-glycopyranoside,O([C@@H]1OC([C@@H](O)C(O)C1O)CO)[C@@H]2[C@H](OC=3C(C2O)=C(O)C=C(O)C3)C4=CC(O)=C(O)C=C4,"SID: 85384913
CID: 44257154",-9.9
186153,"2',4',4-Trihydroxy-3',3-dimethoxychalcone 4'-O-glucoside",O1C([C@@H](O)[C@H](O)C(O)[C@@H]1OC2=C(OC)C(O)=C(C=C2)C(=O)/C=C/C3=CC(OC)=C(O)C=C3)CO,"SID: 85385012
CID: 42607580",-8.5
192417,Cirsimarin,O1[C@@H]([C@@H](O)[C@H](O)[C@@H](O)[C@@H]1OC2=CC=C(C=C2)C=3OC=4C(C(=O)C3)=C(O)C(OC)=C(OC)C4)CO,"SID: 85391199
CID: 159460",-8.9
196382,"5,6,3'-Trihydroxy-3,7,8,4'-tetramethoxyflavone",O1C=2C(C(=O)C(OC)=C1C3=CC(O)=C(OC)C=C3)=C(O)C(O)=C(OC)C2OC,"SID: 85395127
CID: 44260068",-8.5
191437,Catechin 3'-glucoside,O1C(C(O)C(O)C(O)C1OC=2C=C(C3OC=4C(CC3O)=C(O)C=C(O)C4)C=CC2O)CO,"SID: 85390229
CID: 73813317",-9.3
168558,7-Hydroxy-5-methoxy-6-methylflavan,O1[C@@H](CCC2=C1C=C(O)C(=C2OC)C)C3=CC=CC=C3,"CID: 10333337
SID: 85367746",-8.2
179321,4'-O-Methylpreglabridin,O1CC(CC2=C1C(CC=C(C)C)=C(O)C=C2)C3=C(O)C=C(OC)C=C3,"SID: 85378346
CID: 44257508",-8.7
188956,"Prunin 3'',6''-di-p-coumarate",O1C([C@@H](O)[C@H](OC(=O)/C=C/C2=CC=C(O)C=C2)C(O)[C@@H]1OC=3C=C4OC(CC(=O)C4=C(O)C3)C5=CC=C(O)C=C5)COC(=O)/C=C/C6=CC=C(O)C=C6,"SID: 85387778
CID: 42607911",-10.7
184600,"5-Hydroxy-7,8-dimethoxyflavone 5-glucoside",O1C([C@@H](O)[C@H](O)C(O)[C@@H]1OC=2C3=C(OC(=CC3=O)C4=CC=CC=C4)C(OC)=C(OC)C2)CO,"SID: 85383514
CID: 44258557",-8.9
180859,"6-{4-[(1E)-3-({5-[(2-{4-[3-(2,4-dihydroxyphenyl)-3-oxoprop-1-en-1-yl]phenoxy}-4,5-dihydroxy-6-(hydroxymethyl)oxan-3-yl)oxy]-3,4-dihydroxyoxolan-3-yl}methoxy)-3-oxoprop-1-en-1-yl]phenoxy}-3,4,5-trihydroxyoxane-2-carboxylic acid",O(C1C(O)C(O)C(OC1OC2=CC=C(C=C2)/C=C/C(=O)C3=C(O)C=C(O)C=C3)CO)C4OCC(O)(C4O)COC(=O)/C=C/C5=CC=C(OC6OC(C(O)C(O)C6O)C(O)=O)C=C5,"CID: 131838575
SID: 85379870",-10.1
179857,Stepposide,O1C(C(O)C(O)C(O)C1OC=2C=C3OC(CC(=O)C3=C(O)C2)C4=C(O)C=C(O)C=C4)CO,"SID: 85378876
CID: 42608016",-9.6
180424,"5,7,3',5'-Tetrahydroxy-3,6,4'-trimethoxyflavone",O1C2=C(C(=O)C(OC)=C1C3=CC(O)=C(OC)C(O)=C3)C(O)=C(OC)C(O)=C2,"CID: 44259886
SID: 85379437",-7.8
185347,Tricin 7-rutinoside-4'-glucoside,O1[C@@H]([C@@H](O)[C@H](O)[C@@H](O)[C@@H]1OC=2C=C3OC(C4=CC(OC)=C(O[C@@H]5O[C@@H]([C@@H](O)[C@H](O)[C@H]5O)CO)C(OC)=C4)=CC(=O)C3=C(O)C2)CO[C@@H]6O[C@H]([C@H](O)[C@@H](O)[C@H]6O)C,"SID: 85384227
CID: 44258275",-11.0
193238,"5,6,7-trihydroxy-2-(3-hydroxy-5-methoxyphenyl)-3,4-dihydro-2H-1-benzopyran-4-one",O1C(CC(=O)C2=C1C=C(O)C(O)=C2O)C=3C=C(OC)C=C(O)C3,"CID: 131834555
SID: 85392012",-8.9
174370,Demethoxykanugin,O1C(C2=CC=3OCOC3C=C2)=C(OC)C(=O)C4=C1C=C(OC)C=C4,"SID: 85373469
CID: 10381709",-8.4
169736,delphinidin-3-O-arabinoside,[Cl-].O1[C@@H](OC=2C(=[O+]C=3C(C2)=C(O)C=C(O)C3)C4=CC(O)=C(O)C(O)=C4)[C@H](O)[C@@H](O)[C@@H](O)C1,"CID: 91810628
SID: 85368910",
188294,"Myricetin 3,7-diglucuronide",O1[C@@H](OC2=C(OC=3C(C2=O)=C(O)C=C(O[C@@H]4OC([C@@H](O)[C@H](O)C4O)C(O)=O)C3)C5=CC(O)=C(O)C(O)=C5)C(O)C(O)[C@H](O)C1C(O)=O,"SID: 85387127
CID: 44259448",-10.7
